Date,code,Close,pctChg,Volume
2020-01-02,sh.000001,3085.197,1.149888,29247020800
2020-01-03,sh.000001,3083.785,-0.045767,26149666816
2020-01-06,sh.000001,3083.408,-0.012225,31257584128
2020-01-07,sh.000001,3104.801,0.693810,27658311168
2020-01-08,sh.000001,3066.892,-1.220980,29787255296
2020-01-09,sh.000001,3094.881,0.912618,24343564800
2020-01-10,sh.000001,3092.29,-0.083719,21044246272
2020-01-13,sh.000001,3115.569,0.752808,21062100480
2020-01-14,sh.000001,3106.82,-0.280815,22997377024
2020-01-15,sh.000001,3090.037,-0.540199,20231302400
2020-01-16,sh.000001,3074.081,-0.516369,20337547520
2020-01-17,sh.000001,3075.495,0.045997,19030429952
2020-01-20,sh.000001,3095.787,0.659796,21049334016
2020-01-21,sh.000001,3052.141,-1.409852,23483073792
2020-01-22,sh.000001,3060.754,0.282195,22385286400
2020-01-23,sh.000001,2976.528,-2.751806,27276323328
2020-02-03,sh.000001,2746.605,-7.724537,21591210240
2020-02-04,sh.000001,2783.287,1.335540,36404620032
2020-02-05,sh.000001,2818.087,1.250320,30976182272
2020-02-06,sh.000001,2866.509,1.718258,31639214336
2020-02-07,sh.000001,2875.963,0.329809,30947964160
2020-02-10,sh.000001,2890.487,0.505013,29492978432
2020-02-11,sh.000001,2901.674,0.387028,26916833536
2020-02-12,sh.000001,2926.899,0.869326,24873342976
2020-02-13,sh.000001,2906.073,-0.711538,27480484352
2020-02-14,sh.000001,2917.007,0.376247,25065062656
2020-02-17,sh.000001,2983.622,2.283676,31319800832
2020-02-18,sh.000001,2984.971,0.045214,31166591232
2020-02-19,sh.000001,2975.401,-0.320606,31514115072
2020-02-20,sh.000001,3030.154,1.840189,34573288192
2020-02-21,sh.000001,3039.669,0.314010,36455727616
2020-02-24,sh.000001,3031.233,-0.277530,37043004416
2020-02-25,sh.000001,3013.05,-0.599855,44162276096
2020-02-26,sh.000001,2987.928,-0.833773,46904955136
2020-02-27,sh.000001,2991.328,0.113791,35052365824
2020-02-28,sh.000001,2880.303,-3.711562,40121691392
2020-03-02,sh.000001,2970.931,3.146475,36733336832
2020-03-03,sh.000001,2992.896,0.739331,41010804736
2020-03-04,sh.000001,3011.665,0.627118,35333827840
2020-03-05,sh.000001,3071.677,1.992652,44542580736
2020-03-06,sh.000001,3034.511,-1.209958,36206153216
2020-03-09,sh.000001,2943.2907,-3.006105,41456073600
2020-03-10,sh.000001,2996.7618,1.816711,39329664800
2020-03-11,sh.000001,2968.5174,-0.942497,35247097000
2020-03-12,sh.000001,2923.4856,-1.516979,30777845700
2020-03-13,sh.000001,2887.4265,-1.233428,36645043600
2020-03-16,sh.000001,2789.2537,-3.400010,35187866500
2020-03-17,sh.000001,2779.6407,-0.344644,30614967700
2020-03-18,sh.000001,2729.6185,-1.799592,28763249300
2020-03-19,sh.000001,2702.1296,-0.975782,30230274700
2020-03-20,sh.000001,2745.6182,1.609419,25201950700
2020-03-23,sh.000001,2660.1674,-3.112261,24982025000
2020-03-24,sh.000001,2722.4381,2.340856,25702193000
2020-03-25,sh.000001,2781.5913,2.172802,27314446600
2020-03-26,sh.000001,2764.9109,-0.599671,23408402200
2020-03-27,sh.000001,2772.2033,0.263748,24076406600
2020-03-30,sh.000001,2747.2138,-0.901431,23970660400
2020-03-31,sh.000001,2750.2962,0.112201,21859867400

