Date,code,Close,pctChg,Volume
2000-01-04,sh.000001,1406.37,2.911651,903282400
2000-01-05,sh.000001,1409.68,0.235362,1057939200
2000-01-06,sh.000001,1463.94,3.849092,1348051700
2000-01-07,sh.000001,1516.6,3.597144,3486939600
2000-01-10,sh.000001,1545.11,1.879864,3125304400
2000-01-11,sh.000001,1479.78,-4.228175,2192456800
2000-01-12,sh.000001,1438.02,-2.822042,1522193400
2000-01-13,sh.000001,1424.44,-0.944360,861194300
2000-01-14,sh.000001,1408.85,-1.094463,744701300
2000-01-17,sh.000001,1433.33,1.737586,764797600
2000-01-18,sh.000001,1426.62,-0.468138,776713000
2000-01-19,sh.000001,1440.72,0.988348,800479200
2000-01-20,sh.000001,1466.86,1.814372,1007080300
2000-01-21,sh.000001,1465.09,-0.120667,1505077200
2000-01-24,sh.000001,1477.34,0.836126,1624150700
2000-01-25,sh.000001,1476.51,-0.056179,1363598300
2000-01-26,sh.000001,1481.12,0.312222,1038443700
2000-01-27,sh.000001,1506.77,1.731799,1897997400
2000-01-28,sh.000001,1535.0,1.873543,2938816200
2000-02-14,sh.000001,1673.94,9.051462,4356913200
2000-02-15,sh.000001,1670.67,-0.195341,5254342400
2000-02-16,sh.000001,1693.11,1.343170,3743554800
2000-02-17,sh.000001,1640.65,-3.098438,5143906800
2000-02-18,sh.000001,1668.09,1.672504,2678535400
2000-02-21,sh.000001,1677.14,0.542540,3101120400
2000-02-22,sh.000001,1632.29,-2.674194,2425177600
2000-02-23,sh.000001,1594.93,-2.288808,1918572800
2000-02-24,sh.000001,1634.31,2.469074,1393287500
2000-02-25,sh.000001,1631.58,-0.167049,1705805400
2000-02-28,sh.000001,1704.86,4.491354,2612794600
2000-02-29,sh.000001,1714.58,0.570133,2867874800
2000-03-01,sh.000001,1697.74,-0.982163,2248767400
2000-03-02,sh.000001,1713.01,0.899432,1959349600
2000-03-03,sh.000001,1738.02,1.460004,2481549800
2000-03-06,sh.000001,1681.09,-3.275569,2650470800
2000-03-07,sh.000001,1694.8,0.815547,1768501600
2000-03-08,sh.000001,1726.03,1.842694,1974594400
2000-03-09,sh.000001,1732.35,0.366155,1787738000
2000-03-10,sh.000001,1705.05,-1.575890,1587236400
2000-03-13,sh.000001,1728.88,1.397610,1982662600
2000-03-14,sh.000001,1685.35,-2.517817,2287044400
2000-03-15,sh.000001,1681.47,-0.230219,1678216400
2000-03-16,sh.000001,1607.53,-4.397339,1979159000
2000-03-17,sh.000001,1658.6,3.176920,1533672400
2000-03-20,sh.000001,1699.25,2.450864,1817380000
2000-03-21,sh.000001,1710.32,0.651461,1635110200
2000-03-22,sh.000001,1720.45,0.592287,1465842100
2000-03-23,sh.000001,1747.24,1.557153,1674314100
2000-03-24,sh.000001,1730.5,-0.958082,2203672000
2000-03-27,sh.000001,1775.91,2.624099,1992731200
2000-03-28,sh.000001,1791.44,0.874476,2448436800
2000-03-29,sh.000001,1788.81,-0.146803,2302668200
2000-03-30,sh.000001,1810.98,1.239367,2930543200
2000-03-31,sh.000001,1800.23,-0.593601,2334036400
2000-04-03,sh.000001,1801.0,0.042773,1886111200
2000-04-04,sh.000001,1760.69,-2.238204,1712827200
2000-04-05,sh.000001,1771.2,0.596926,1360323900
2000-04-06,sh.000001,1809.14,2.142054,1500703300
2000-04-07,sh.000001,1819.9,0.594758,1608126300
2000-04-10,sh.000001,1826.06,0.338482,1680915200
2000-04-11,sh.000001,1821.17,-0.267790,1424547700
2000-04-12,sh.000001,1807.33,-0.759956,1364303300
2000-04-13,sh.000001,1831.55,1.340104,1654905800
2000-04-14,sh.000001,1833.67,0.115749,1790547200
2000-04-17,sh.000001,1795.06,-2.105613,1982174000
2000-04-18,sh.000001,1813.5,1.027260,1320473400
2000-04-19,sh.000001,1828.71,0.838708,1276616000
2000-04-20,sh.000001,1847.03,1.001803,1653310800
2000-04-21,sh.000001,1841.06,-0.323220,1624462900
2000-04-24,sh.000001,1837.4,-0.198800,1642779100
2000-04-25,sh.000001,1833.47,-0.213892,1077140400
2000-04-26,sh.000001,1832.78,-0.037630,1016383800
2000-04-27,sh.000001,1806.83,-1.415886,1233293400
2000-04-28,sh.000001,1836.32,1.632140,1097131200
2000-05-08,sh.000001,1836.64,0.017430,895863100
2000-05-09,sh.000001,1806.64,-1.633418,911762100
2000-05-10,sh.000001,1752.69,-2.986210,943105900
2000-05-11,sh.000001,1724.05,-1.634053,843716900
2000-05-12,sh.000001,1720.61,-0.199534,740417900
2000-05-15,sh.000001,1704.59,-0.931066,709465400
2000-05-16,sh.000001,1724.54,1.170374,533545300
2000-05-17,sh.000001,1725.4,0.049868,525767900
2000-05-18,sh.000001,1758.54,1.920715,835414200
2000-05-19,sh.000001,1777.83,1.096928,955398700
2000-05-22,sh.000001,1824.74,2.638612,1465531100
2000-05-23,sh.000001,1832.08,0.402247,1246957100
2000-05-24,sh.000001,1855.49,1.277785,1586085800
2000-05-25,sh.000001,1880.7,1.358669,1680910400
2000-05-26,sh.000001,1879.62,-0.057423,2060252200
2000-05-29,sh.000001,1898.75,1.017759,1802915400
2000-05-30,sh.000001,1877.47,-1.120739,1651899900
2000-05-31,sh.000001,1894.55,0.909739,1576023000
2000-06-01,sh.000001,1903.49,0.471877,1465459400
2000-06-02,sh.000001,1916.25,0.670348,1784034800
2000-06-05,sh.000001,1899.09,-0.895501,2921614400
2000-06-06,sh.000001,1925.54,1.392776,1712012400
2000-06-07,sh.000001,1935.03,0.492848,1557392500
2000-06-08,sh.000001,1925.21,-0.507489,1708662000
2000-06-09,sh.000001,1900.79,-1.268429,1518552400
2000-06-12,sh.000001,1912.56,0.619217,1203959400
2000-06-13,sh.000001,1938.67,1.365185,1442766300
2000-06-14,sh.000001,1932.29,-0.329092,1615082700
2000-06-15,sh.000001,1942.29,0.517521,1411675700
2000-06-16,sh.000001,1926.94,-0.790309,1470605100
2000-06-19,sh.000001,1915.21,-0.608736,1188086900
2000-06-20,sh.000001,1895.35,-1.036961,1013549500
2000-06-21,sh.000001,1913.13,0.938087,834891000
2000-06-22,sh.000001,1913.9,0.040249,905429300
2000-06-23,sh.000001,1939.63,1.344374,1199392200
2000-06-26,sh.000001,1948.64,0.464522,1406204800
2000-06-27,sh.000001,1942.9,-0.294564,1198005200
2000-06-28,sh.000001,1947.48,0.235728,1123954000
2000-06-29,sh.000001,1937.26,-0.524779,1191984100
2000-06-30,sh.000001,1928.11,-0.472318,1246758400
